UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin,Height
105199,37.71117,-122.14733999999999,Low Clearance,San Leandro,CA,94578,LC14,,14 - 1 height clearance,low_14_1_pushpin,
105207,36.116906,-121.02814,Low Clearance,San Lucas,CA,93954,LC13,,13 - 6 height clearance,low_13_6_pushpin,
105221,37.5374,-122.29693,Low Clearance,San Mateo,CA,94401,LC15,,15 - 1 height clearance,low_15_1_pushpin,
105222,37.56992,-122.32576999999999,Low Clearance,San Mateo,CA,94401,LC8,,8 - 6 height clearance (136),low_8_6_pushpin,
105223,37.57125,-122.32723999999999,Low Clearance,San Mateo,CA,94401,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
105224,37.572520000000004,-122.32874,Low Clearance,San Mateo,CA,94401,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
105225,37.573859999999996,-122.33058999999999,Low Clearance,San Mateo,CA,94401,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
105245,37.35822,-121.94736,Low Clearance,Santa Clara,CA,95051,LC14,,14 - 10 height clearance,low_14_10_pushpin,
105325,40.6818,-122.37528999999999,Low Clearance,Shasta Lake,CA,96019,LC13,,13 - 9 height clearance,low_13_9_pushpin,
105371,37.93412,-121.42161999999999,Low Clearance,Stockton,CA,95206,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
105372,37.94092,-121.27433,Low Clearance,Stockton,CA,95206,LC14,,14 - 11 height clearance,low_14_11_pushpin,
105373,37.957570000000004,-121.27885,Low Clearance,Stockton,CA,95206,LC15,,15 - 0 height clearance,low_15_0_pushpin,
105447,34.314685,-118.135849,Low Clearance,Tujunga,CA,91042,LC12,,15 - 0 height clearance (136) in arch center with 12 ft on sides,low_15_0_pushpin,
105544,37.71105,-120.60967,Low Clearance,Waterford,CA,95386,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
105564,38.5163,-121.55278,Low Clearance,West Sacramento,CA,95691,LC12,,12 - 10 height clearance (136),low_12_10_pushpin,
105565,38.582840000000004,-121.51693999999999,Low Clearance,West Sacramento,CA,95691,LC13,,13 - 6 height clearance,low_13_6_pushpin,
105588,39.052609999999994,-121.31995,Low Clearance,Wheatland,CA,95692,LC14,,14 - 6 height clearance,low_14_6_pushpin,
105665,39.200379999999996,-106.94997,Low Clearance,Aspen,CO,81611,LC12,,12 - 7 height clearance (136),low_12_7_pushpin,
105666,39.20342,-106.94993999999998,Low Clearance,Aspen,CO,81611,LC12,,12 - 7 height clearance (136),low_12_7_pushpin,
105698,40.258204,-103.60046,Low Clearance,Brush,CO,80723,LC15,,15 - 3 height clearance,low_15_3_pushpin,
105699,40.26853,-103.62194000000001,Low Clearance,Brush,CO,80723,LC13,,"At least 13 - 8 height clearance. Replaced and height is much higher, exact height unknown - used to be 13 - 4 height clearance (136)",low_13_8_pushpin,
105733,38.82082,-104.82421,Low Clearance,Colorado Springs,CO,80905,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
105734,38.82802,-104.81709000000001,Low Clearance,Colorado Springs,CO,80905,LC13,,"13 - 1 height clearance (136), 13 - 1 going eastbound, going westbound, it is 13 - 3 in left lanes and 13-6 in right lane.",low_13_1_pushpin,
105735,38.85083,-104.83102,Low Clearance,Colorado Springs,CO,80905,LC12,,12 - 5 height clearance (136),low_12_5_pushpin,
105801,39.68759,-104.99067,Low Clearance,Denver,CO,80223,LC13,,13 - 11 height clearance,low_13_11_pushpin,
105802,39.71115,-104.99588999999999,Low Clearance,Denver,CO,80223,LC15,,15 - 3 height clearance,low_15_3_pushpin,
105803,39.769259999999996,-104.99741999999999,Low Clearance,Denver,CO,80223,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
105804,39.77082,-104.97267,Low Clearance,Denver,CO,80223,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
105805,39.7769,-104.9791,Low Clearance,Denver,CO,80223,LC13,,13 - 8 height clearance,low_13_8_pushpin,
105806,39.78796,-104.96446,Low Clearance,Denver,CO,80223,LC13,,13 - 11 height clearance,low_13_11_pushpin,
105807,39.79408,-104.95641,Low Clearance,Denver,CO,80223,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
105808,39.80288,-104.9593,Low Clearance,Denver,CO,80223,LC13,,13 - 6 height clearance,low_13_6_pushpin,
105847,39.65992,-106.81577,Low Clearance,Edwards,CO,81632,LC13,,14 - 1 height clearance,low_14_1_pushpin,
105974,38.43157,-105.81267,Low Clearance,Howard,CO,81233,LC10,,10 - 10 height clearance (136),low_10_10_pushpin,
105981,40.80348,-103.16986,Low Clearance,Iliff,CO,80736,LC11,,11 - 0 height clearance (136) July 2014: User submitted,low_11_0_pushpin,
106090,38.254579,-104.606734,Low Clearance,Pueblo,CO,81003,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
106191,41.27564,-72.82935,Low Clearance,Branford,CT,6405,LC12,,12 - 11 height clearance (136),low_12_11_pushpin,
106197,41.670390000000005,-72.98509,Low Clearance,Bristol,CT,6010,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
106198,41.67112,-72.93656999999999,Low Clearance,Bristol,CT,6010,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106199,41.672540000000005,-72.94274,Low Clearance,Bristol,CT,6010,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
106203,41.45645,-73.39317,Low Clearance,Brookfield,CT,6804,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
106206,41.27949,-72.52792,Low Clearance,Clinton,CT,6413,LC11,,11 - 9 height clearance (136),low_11_9_pushpin,
106207,41.279871,-72.53364300000001,Low Clearance,Clinton,CT,6413,LC11,,11 - 3 height clearance (136),low_11_3_pushpin,
106211,41.59148,-72.64864,Low Clearance,Cromwell,CT,6416,LC11,,11 - 9 height clearance (136),low_11_9_pushpin,
106220,41.0771,-73.47029,Low Clearance,Darien,CT,6820,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
106229,41.77613,-72.63899,Low Clearance,East Hartford,CT,6108,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106236,41.14764,-73.25023,Low Clearance,Fairfield,CT,6824,LC10,,10 - 5 height clearance (136),low_10_5_pushpin,
106237,41.17998,-73.313,Low Clearance,Fairfield,CT,6824,LC14,,14 - 0 height clearance,low_14_0_pushpin,
106238,41.185371999999994,-73.306898,Low Clearance,Fairfield,CT,6824,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
106239,41.19016,-73.299356,Low Clearance,Fairfield,CT,6824,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106240,41.194326000000004,-73.286063,Low Clearance,Fairfield,CT,6824,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106246,41.036821999999994,-73.675498,Low Clearance,Greenwich,CT,6831,LC9,,9 - 9 height clearance (136),low_9_9_pushpin,
106247,41.083864,-73.665243,Low Clearance,Greenwich,CT,6831,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106248,41.094505,-73.63237,Low Clearance,Greenwich,CT,6831,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106249,41.095636999999996,-73.64882800000001,Low Clearance,Greenwich,CT,6831,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106250,41.097335,-73.603617,Low Clearance,Greenwich,CT,6830,LC11,,11 - 7 height clearance (136),low_11_7_pushpin,
106251,41.1008,-73.59227,Low Clearance,Greenwich,CT,6830,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
106252,41.10091,-73.59184,Low Clearance,Greenwich,CT,6830,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
106256,41.341951,-72.038917,Low Clearance,Groton,CT,6340,LC10,,10 - 6 height clearance (136),low_10_6_pushpin,
106257,41.345987,-72.052836,Low Clearance,Groton,CT,6340,LC12,,12 - 9 height clearance (136),low_12_9_pushpin,
106258,41.363447,-72.08252,Low Clearance,Groton,CT,6340,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
106260,41.377819,-72.91461600000001,Low Clearance,Hamden,CT,6514,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106266,41.738440000000004,-72.66553,Low Clearance,Hartford,CT,6114,LC13,,13 - 8 height clearance,low_13_8_pushpin,
106269,41.60579,-72.0034,Low Clearance,Jewett City,CT,6351,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
106270,41.634479999999996,-72.76638,Low Clearance,Kensington,CT,6037,LC12,,12 - 0 height clearance (136) Jun 2014: User submitted,low_12_0_pushpin,
106279,41.22399,-73.04972,Low Clearance,Milford,CT,6460,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
106280,41.22612,-73.0327,Low Clearance,Milford,CT,6460,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
106290,41.354729999999996,-71.96903,Low Clearance,Mystic,CT,6355,LC12,,"12 - 8 height clearance (136), May 2014: User submitted",low_12_8_pushpin,
106294,41.11649,-73.49388,Low Clearance,New Canaan,CT,6840,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
106295,41.11657,-73.49344,Low Clearance,New Canaan,CT,6840,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
106296,41.11903,-73.51737,Low Clearance,New Canaan,CT,6840,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
106297,41.119097,-73.48307700000001,Low Clearance,New Canaan,CT,6840,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106298,41.12251,-73.49831999999999,Low Clearance,New Canaan,CT,6840,LC11,,11 - 2 height clearance (136),low_11_2_pushpin,
106299,41.12303,-73.47381,Low Clearance,New Canaan,CT,6840,LC13,,13 - 1 height clearance (136),low_13_1_pushpin,
106300,41.12683,-73.46761,Low Clearance,New Canaan,CT,6840,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
106303,41.28452,-72.93065,Low Clearance,New Haven,CT,6511,LC14,,14 - 1 height clearance,low_14_1_pushpin,
106304,41.3137,-72.90568,Low Clearance,New Haven,CT,6511,LC12,,12 - 3 height clearance (136),low_12_3_pushpin,
106305,41.31477,-72.90405,Low Clearance,New Haven,CT,6511,LC12,,12 - 1 height clearance (136),low_12_1_pushpin,
106306,41.31603,-72.8772,Low Clearance,New Haven,CT,6511,LC12,,12 - 5 height clearance (136),low_12_5_pushpin,
106310,41.41704,-73.29626999999999,Low Clearance,Newtown,CT,6470,LC13,,"13 - 0 height clearance (136), June 2014: User submitted",low_13_0_pushpin,
106324,41.137619,-73.444925,Low Clearance,Norwalk,CT,6850,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
106325,41.145481,-73.417448,Low Clearance,Norwalk,CT,6851,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106326,41.550342,-72.110951,Low Clearance,Norwich,CT,6360,LC11,,11 - 0 height clearance (136),low_11_0_pushpin,
106331,41.28758,-73.04132,Low Clearance,Orange,CT,6477,LC13,,13 - 10 height clearance,low_13_10_pushpin,
106346,41.10054,-73.58248,Low Clearance,Stamford,CT,6903,LC11,,11 - 4 height clearance (136),low_11_4_pushpin,
106347,41.10069,-73.58202,Low Clearance,Stamford,CT,6903,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
106348,41.10285,-73.5659,Low Clearance,Stamford,CT,6903,LC12,,14 - 2 height clearance in center but 11 - 11 on side lanes,low_14_2_pushpin,
106349,41.10635,-73.55943,Low Clearance,Stamford,CT,6903,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
106350,41.106759999999994,-73.55912,Low Clearance,Stamford,CT,6903,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
106351,41.116227,-73.535112,Low Clearance,Stamford,CT,6903,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106352,41.11892,-73.51773,Low Clearance,Stamford,CT,6903,LC12,,12 - 2 height clearance (136),low_12_0_pushpin,
106354,41.7845,-72.27964,Low Clearance,Storrs,CT,6268,LC12,,12 - 0 height clearance (136),low_12_0_pushpin,
106355,41.19412,-73.1316,Low Clearance,Stratford,CT,6615,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
106356,41.2031,-73.11783,Low Clearance,Stratford,CT,6615,LC11,,11 - 1 height clearance (136),low_11_1_pushpin,
106357,41.672340000000005,-72.9928,Low Clearance,Terryville,CT,6786,LC13,,13 - 3 height clearance (136),low_13_3_pushpin,
106369,41.2718,-72.96092,Low Clearance,West Haven,CT,6516,LC14,,14 - 0 height clearance,low_14_0_pushpin,
106370,41.27726,-72.95368,Low Clearance,West Haven,CT,6516,LC12,,12 - 5 height clearance (136),low_12_5_pushpin,
106371,41.27902,-72.95170999999999,Low Clearance,West Haven,CT,6516,LC10,,10 - 7 height clearance (136),low_10_7_pushpin,
106374,41.11806,-73.37491999999999,Low Clearance,Westport,CT,6851,LC10,,10 - 11 height clearance (136),low_10_11_pushpin,
106375,41.14886,-73.41149,Low Clearance,Westport,CT,6851,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
106376,41.15312,-73.40403,Low Clearance,Westport,CT,6851,LC12,,12 - 10 height clearance (136),low_12_10_pushpin,
106377,41.16339,-73.363291,Low Clearance,Westport,CT,6880,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106378,41.16339,-73.383504,Low Clearance,Westport,CT,6880,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106379,41.16383,-73.35793000000001,Low Clearance,Westport,CT,6851,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106380,41.168414,-73.342177,Low Clearance,Westport,CT,6880,LC9,,"9 - 9 height clearance, unsigned so not exact height (136)",low_9_9_pushpin,
106384,41.85417,-72.64199,Low Clearance,Windsor,CT,6095,LC12,,12 - 5 height clearance (136),low_12_5_pushpin,
106389,41.31354,-73.02163,Low Clearance,Woodbridge,CT,6525,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106390,38.84533,-77.00839,Low Clearance,Washington DC,DC,20037,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106391,38.86868,-76.98997,Low Clearance,Washington DC,DC,20037,LC13,,13 - 9 height clearance,low_13_9_pushpin,
106392,38.878029999999995,-77.03773000000001,Low Clearance,Washington DC,DC,20037,LC12,,12 - 3 height clearance (136),low_12_3_pushpin,
106393,38.88212,-77.00913,Low Clearance,Washington DC,DC,20037,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
106394,38.88345,-77.01371,Low Clearance,Washington DC,DC,20037,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
106395,38.88377,-77.01518,Low Clearance,Washington DC,DC,20037,LC13,,13 - 5 height clearance (136),low_13_5_pushpin,
106396,38.88408,-77.00905,Low Clearance,Washington DC,DC,20037,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
106397,38.88579,-77.02186999999999,Low Clearance,Washington DC,DC,20037,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106398,38.90565,-77.00317,Low Clearance,Washington DC,DC,20037,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106399,38.9071,-77.00901,Low Clearance,Washington DC,DC,20037,LC13,,13 - 7 height clearance,low_13_7_pushpin,
106400,38.90761,-77.00909,Low Clearance,Washington DC,DC,20037,LC13,,13 - 7 height clearance,low_13_7_pushpin,
106401,38.90794,-77.00234,Low Clearance,Washington DC,DC,20037,LC13,,13 - 10 height clearance,low_13_10_pushpin,
106402,38.92866,-77.01813,Low Clearance,Washington DC,DC,20037,LC13,,13 - 10 height clearance,low_13_10_pushpin,
106408,39.810320000000004,-75.44037,Low Clearance,Claymont,DE,19703,LC14,,14 - 0 height clearance,low_14_0_pushpin,
106448,39.683679999999995,-75.65629,Low Clearance,Newark,DE,19711,LC14,,14 - 1 height clearance,low_14_1_pushpin,
106449,39.69464,-75.6933,Low Clearance,Newark,DE,19711,LC14,,14 - 8 height clearance,low_14_8_pushpin,
106455,39.71198,-75.60916,Low Clearance,Newport,DE,19804,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
106491,29.779902000000003,-82.511424,Low Clearance,Alachua,FL,32615,LC13,,13 - 2 height clearance (136),low_13_2_pushpin,
106538,30.534551,-87.334508,Low Clearance,Cantonment,FL,32533,LC14,,14 - 4 height clearance,low_14_4_pushpin,
106581,26.28593,-80.25316,Low Clearance,Coral Springs,FL,33065,LC10,,10 - 4 height clearance (136),low_10_4_pushpin,
106613,25.79695,-80.32154,Low Clearance,Doral,FL,33122,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106677,27.46988,-80.4431,Low Clearance,Fort Pierce,FL,34945,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
106726,28.099390000000003,-81.61684,Low Clearance,Haines City,FL,33844,LC14,,14 - 0 height clearance,low_14_0_pushpin,
106749,25.78533,-80.19233,Low Clearance,Homestead,FL,33132,LC13,,13 - 9 height clearance,low_13_9_pushpin,
106750,25.78691,-80.19691,Low Clearance,Homestead,FL,33132,LC13,,13 - 8 height clearance,low_13_8_pushpin,
106786,30.29203,-81.72064,Low Clearance,Jacksonville,FL,32244,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
106787,30.32892,-81.64582,Low Clearance,Jacksonville,FL,32244,LC11,,11 - 11 height clearance (136),low_11_11_pushpin,
106879,26.609070000000003,-80.07791,Low Clearance,Lake Worth,FL,33461,LC11,,11 - 6 height clearance (136),low_11_6_pushpin,
106880,26.609090000000002,-80.07736,Low Clearance,Lake Worth,FL,33461,LC11,,11 - 5 height clearance (136),low_11_5_pushpin,
106889,28.042559999999998,-81.96984,Low Clearance,Lakeland,FL,33815,LC12,,12 - 6 height clearance (136),low_12_6_pushpin,
106890,28.0484,-81.93921,Low Clearance,Lakeland,FL,33815,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106961,28.61245,-81.36544,Low Clearance,Maitland,FL,32751,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
106990,25.78045,-80.31255999999999,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
106991,25.78276,-80.23124,Low Clearance,Miami,FL,33126,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
106992,25.783160000000002,-80.23326,Low Clearance,Miami,FL,33126,LC12,,12 - 4 height clearance (136),low_12_4_pushpin,
106993,25.78578,-80.18911999999999,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
106994,25.785829999999997,-80.25135999999999,Low Clearance,Miami,FL,33126,LC13,,13 - 6 height clearance,low_13_6_pushpin,
106995,25.786179999999998,-80.19068,Low Clearance,Miami,FL,33126,LC14,,14 - 4 height clearance,low_14_4_pushpin,
106996,25.786479999999997,-80.19404,Low Clearance,Miami,FL,33126,LC14,,14 - 2 height clearance,low_14_2_pushpin,
106997,25.78679,-80.19505,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
106998,25.78697,-80.1956,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
106999,25.78734,-80.19795,Low Clearance,Miami,FL,33126,LC15,,15 - 6 height clearance,low_15_6_pushpin,
107000,25.78745,-80.21099,Low Clearance,Miami,FL,33126,LC14,,14 - 2 height clearance,low_14_2_pushpin,
107001,25.787670000000002,-80.19868000000001,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107002,25.787760000000002,-80.21033,Low Clearance,Miami,FL,33126,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107003,25.787979999999997,-80.19931,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107004,25.7881,-80.19958000000001,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107005,25.81757,-80.20655,Low Clearance,Miami,FL,33126,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107006,25.824089999999998,-80.20685,Low Clearance,Miami,FL,33126,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107007,25.82497,-80.20687,Low Clearance,Miami,FL,33126,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107008,25.843420000000002,-80.20673000000001,Low Clearance,Miami,FL,33126,LC13,,13 - 0 height clearance (136),low_13_0_pushpin,
107009,25.9131,-80.21038,Low Clearance,Miami,FL,33126,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107031,25.7757,-80.14097,Low Clearance,Miami Beach,FL,33139,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
107032,25.92657,-80.24467,Low Clearance,Miami Gardens,FL,33056,LC14,,14 - 1 height clearance,low_14_1_pushpin,
107033,25.92974,-80.21066,Low Clearance,Miami Gardens,FL,33056,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107035,29.429059999999996,-82.26290999999999,Low Clearance,Micanopy,FL,32667,LC13,,13 - 6 height clearance,low_13_6_pushpin,
107070,29.021103999999998,-80.924412,Low Clearance,New Smyrna Beach,FL,32168,LC11,,11 - 8 height clearance (136),low_11_8_pushpin,
107146,28.51243,-81.3928,Low Clearance,Orlando,FL,32805,LC14,,14 - 1 height clearance,low_14_1_pushpin,
107147,28.57494,-81.37595999999999,Low Clearance,Orlando,FL,32805,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107220,30.420461,-87.193895,Low Clearance,Pensacola,FL,32501,LC10,,10 - 8 height clearance (136),low_10_8_pushpin,
107221,30.4401,-87.21668000000001,Low Clearance,Pensacola,FL,32503,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107371,30.43794,-84.27832,Low Clearance,Tallahassee,FL,32301,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
107372,30.4383,-84.27632,Low Clearance,Tallahassee,FL,32301,LC13,,13 - 4 height clearance (136),low_13_4_pushpin,
107373,30.455470000000002,-84.34353,Low Clearance,Tallahassee,FL,32301,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107403,27.959770000000002,-82.45534,Low Clearance,Tampa,FL,33602,LC14,,14 - 0 height clearance,low_14_0_pushpin,
107404,28.010679999999997,-82.45424,Low Clearance,Tampa,FL,33602,LC14,,14 - 4 height clearance,low_14_4_pushpin,
107405,28.01613,-82.4552,Low Clearance,Tampa,FL,33602,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107430,28.12991,-82.73794000000001,Low Clearance,Tarpon Springs,FL,34689,LC13,,13 - 8 height clearance,low_13_8_pushpin,
107454,26.675929999999997,-80.05875999999999,Low Clearance,West Palm Beach,FL,33405,LC10,,10 - 6 height clearance (136),low_10_6_pushpin,
